year,player,team,round,disposals,opponent,venue,is_home,had_bye_last_week,opponent_avg_disposals,opponent_defensive_avg,venue_avg_disposals,home_team,away_team,total_score_close
2026,Caleb Daniel,North Melbourne,2,23,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Jack Darling,North Melbourne,2,12,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Luke Davies-Uniacke,North Melbourne,2,24,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Lachy Dovaston,North Melbourne,2,10,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Zane Duursma,North Melbourne,2,5,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Jacob Konstanty,North Melbourne,2,6,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Nick Larkey,North Melbourne,2,7,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Griffin Logue,North Melbourne,2,14,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Luke McDonald,North Melbourne,2,20,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Colby McKercher,North Melbourne,2,11,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Finn OSullivan,North Melbourne,2,15,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Luke Parker,North Melbourne,2,24,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Toby Pink,North Melbourne,2,15,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Tom Powell,North Melbourne,2,20,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Harry Sheezel,North Melbourne,2,31,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Jy Simpkin,North Melbourne,2,17,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Dylan Stephens,North Melbourne,2,29,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Cooper Trembath,North Melbourne,2,9,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Tristan Xerri,North Melbourne,2,19,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Cameron Zurhaar,North Melbourne,2,11,Port Adelaide,Docklands,0,0,16.15027014858172,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Tom Blamires,North Melbourne,3,16,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Charlie Comben,North Melbourne,3,11,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Paul Curtis,North Melbourne,3,12,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Caleb Daniel,North Melbourne,3,25,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Jack Darling,North Melbourne,3,5,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Luke Davies-Uniacke,North Melbourne,3,32,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Lachy Dovaston,North Melbourne,3,8,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Zane Duursma,North Melbourne,3,11,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Jacob Konstanty,North Melbourne,3,9,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Nick Larkey,North Melbourne,3,10,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Griffin Logue,North Melbourne,3,1,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Luke McDonald,North Melbourne,3,12,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Colby McKercher,North Melbourne,3,20,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Finn OSullivan,North Melbourne,3,18,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Luke Parker,North Melbourne,3,22,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Toby Pink,North Melbourne,3,11,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Tom Powell,North Melbourne,3,23,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Harry Sheezel,North Melbourne,3,40,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Jy Simpkin,North Melbourne,3,23,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Dylan Stephens,North Melbourne,3,17,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Cooper Trembath,North Melbourne,3,7,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Tristan Xerri,North Melbourne,3,25,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Cameron Zurhaar,North Melbourne,3,11,West Coast,Perth Stadium,1,0,15.69795731007574,,15.820138635534477,North Melbourne,West Coast,
2026,Tom Blamires,North Melbourne,4,17,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Callum Coleman-Jones,North Melbourne,4,6,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Charlie Comben,North Melbourne,4,12,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Aidan Corr,North Melbourne,4,5,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Paul Curtis,North Melbourne,4,9,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Caleb Daniel,North Melbourne,4,23,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Luke Davies-Uniacke,North Melbourne,4,31,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Lachy Dovaston,North Melbourne,4,7,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Zane Duursma,North Melbourne,4,5,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Nick Larkey,North Melbourne,4,12,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Luke McDonald,North Melbourne,4,18,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Colby McKercher,North Melbourne,4,35,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Finn OSullivan,North Melbourne,4,24,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Luke Parker,North Melbourne,4,33,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Toby Pink,North Melbourne,4,19,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Tom Powell,North Melbourne,4,23,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Harry Sheezel,North Melbourne,4,33,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Jy Simpkin,North Melbourne,4,22,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Dylan Stephens,North Melbourne,4,23,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Cooper Trembath,North Melbourne,4,9,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,George Wardlaw,North Melbourne,4,16,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Tristan Xerri,North Melbourne,4,15,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Cameron Zurhaar,North Melbourne,4,8,Essendon,Docklands,1,0,16.60826793412181,,16.553755082516144,North Melbourne,Essendon,
2026,Aliir Aliir,Port Adelaide,2,15,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Miles Bergman,Port Adelaide,2,12,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Joe Berry,Port Adelaide,2,11,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Jase Burgoyne,Port Adelaide,2,17,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Zak Butters,Port Adelaide,2,23,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Darcy Byrne-Jones,Port Adelaide,2,7,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Willem Drew,Port Adelaide,2,21,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Corey Durdin,Port Adelaide,2,7,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Logan Evans,Port Adelaide,2,16,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Kane Farrell,Port Adelaide,2,17,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Mitch Georgiades,Port Adelaide,2,8,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Jason Horne-Francis,Port Adelaide,2,12,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Lachie Jones,Port Adelaide,2,9,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Ollie Lord,Port Adelaide,2,7,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Ewan Mackinlay,Port Adelaide,2,13,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Todd Marshall,Port Adelaide,2,14,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Esava Ratugolea,Port Adelaide,2,8,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Joe Richards,Port Adelaide,2,14,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Connor Rozee,Port Adelaide,2,24,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Dante Visentini,Port Adelaide,2,6,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Jack Watkins,Port Adelaide,2,10,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Jacob Wehr,Port Adelaide,2,13,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Jack Whitlock,Port Adelaide,2,3,North Melbourne,Docklands,1,0,16.075462799198206,,16.553755082516144,Port Adelaide,North Melbourne,
2026,Aliir Aliir,Port Adelaide,3,21,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Miles Bergman,Port Adelaide,3,10,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Joe Berry,Port Adelaide,3,19,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Jase Burgoyne,Port Adelaide,3,22,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Zak Butters,Port Adelaide,3,36,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Darcy Byrne-Jones,Port Adelaide,3,12,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Willem Drew,Port Adelaide,3,21,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Corey Durdin,Port Adelaide,3,7,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Logan Evans,Port Adelaide,3,22,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Kane Farrell,Port Adelaide,3,17,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Mitch Georgiades,Port Adelaide,3,14,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Jason Horne-Francis,Port Adelaide,3,26,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Jack Lukosius,Port Adelaide,3,16,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Ewan Mackinlay,Port Adelaide,3,18,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Todd Marshall,Port Adelaide,3,15,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Jackson Mead,Port Adelaide,3,16,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Esava Ratugolea,Port Adelaide,3,12,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Joe Richards,Port Adelaide,3,21,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Connor Rozee,Port Adelaide,3,21,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Jordon Sweet,Port Adelaide,3,12,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Jack Watkins,Port Adelaide,3,23,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Jacob Wehr,Port Adelaide,3,18,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Jack Whitlock,Port Adelaide,3,8,Essendon,Adelaide Oval,0,0,16.60826793412181,,16.095979793727636,Essendon,Port Adelaide,
2026,Aliir Aliir,Port Adelaide,4,12,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Joe Berry,Port Adelaide,4,7,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Will Brodie,Port Adelaide,4,18,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Jase Burgoyne,Port Adelaide,4,21,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Zak Butters,Port Adelaide,4,30,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Darcy Byrne-Jones,Port Adelaide,4,15,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Willem Drew,Port Adelaide,4,20,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Corey Durdin,Port Adelaide,4,7,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Logan Evans,Port Adelaide,4,19,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Kane Farrell,Port Adelaide,4,25,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Mitch Georgiades,Port Adelaide,4,12,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Jason Horne-Francis,Port Adelaide,4,18,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Lachie Jones,Port Adelaide,4,8,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Josh Lai,Port Adelaide,4,13,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Jack Lukosius,Port Adelaide,4,12,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Ewan Mackinlay,Port Adelaide,4,9,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Jackson Mead,Port Adelaide,4,12,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Esava Ratugolea,Port Adelaide,4,11,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Joe Richards,Port Adelaide,4,14,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Jordon Sweet,Port Adelaide,4,13,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Jack Watkins,Port Adelaide,4,19,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Jacob Wehr,Port Adelaide,4,15,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Jack Whitlock,Port Adelaide,4,10,West Coast,Adelaide Oval,0,0,15.69795731007574,,16.095979793727636,West Coast,Port Adelaide,
2026,Harry Armstrong,Richmond,2,6,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Harry Armstrong,Richmond,2,6,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Noah Balta,Richmond,2,19,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Noah Balta,Richmond,2,19,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Sam Banks,Richmond,2,24,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Sam Banks,Richmond,2,24,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Nathan Broad,Richmond,2,15,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Nathan Broad,Richmond,2,15,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Seth Campbell,Richmond,2,17,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Seth Campbell,Richmond,2,17,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Jonty Faull,Richmond,2,10,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Jonty Faull,Richmond,2,10,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Josh Gibcus,Richmond,2,9,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Josh Gibcus,Richmond,2,9,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Campbell Gray,Richmond,2,2,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Campbell Gray,Richmond,2,2,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Steely Green,Richmond,2,12,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Steely Green,Richmond,2,12,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Sam Grlj,Richmond,2,19,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Sam Grlj,Richmond,2,19,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Jacob Hopper,Richmond,2,18,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Jacob Hopper,Richmond,2,18,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Sam Lalor,Richmond,2,16,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Sam Lalor,Richmond,2,16,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Tom Lynch,Richmond,2,12,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Tom Lynch,Richmond,2,12,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Rhyan Mansell,Richmond,2,12,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Rhyan Mansell,Richmond,2,12,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Kane McAuliffe,Richmond,2,16,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Kane McAuliffe,Richmond,2,16,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Ben Miller,Richmond,2,17,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Ben Miller,Richmond,2,17,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Toby Nankervis,Richmond,2,21,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Toby Nankervis,Richmond,2,21,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Hugo Ralphsmith,Richmond,2,11,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Hugo Ralphsmith,Richmond,2,11,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Maurice Rioli,Richmond,2,6,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Maurice Rioli,Richmond,2,6,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Jack Ross,Richmond,2,23,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Jack Ross,Richmond,2,23,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Jayden Short,Richmond,2,29,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Jayden Short,Richmond,2,29,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Tim Taranto,Richmond,2,29,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Tim Taranto,Richmond,2,29,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,James Trezise,Richmond,2,12,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,James Trezise,Richmond,2,12,Carlton,M.C.G.,1,0,15.951282850316815,,16.528518330347353,Richmond,Carlton,
2026,Harry Armstrong,Richmond,3,4,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
2026,Noah Balta,Richmond,3,11,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
2026,Sam Banks,Richmond,3,19,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
2026,Nathan Broad,Richmond,3,9,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
2026,Tom Brown,Richmond,3,7,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
2026,Seth Campbell,Richmond,3,19,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
2026,Steely Green,Richmond,3,7,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
2026,Sam Grlj,Richmond,3,13,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
2026,Jacob Hopper,Richmond,3,26,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
2026,Sam Lalor,Richmond,3,17,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
2026,Mykelti Lefau,Richmond,3,7,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
2026,Tom Lynch,Richmond,3,3,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
2026,Ben Miller,Richmond,3,12,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
2026,Toby Nankervis,Richmond,3,13,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
2026,Dion Prestia,Richmond,3,18,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
2026,Hugo Ralphsmith,Richmond,3,17,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
2026,Maurice Rioli,Richmond,3,8,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
2026,Jack Ross,Richmond,3,24,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
2026,Jayden Short,Richmond,3,33,Gold Coast,M.C.G.,0,0,15.426521855725396,,16.528518330347353,Gold Coast,Richmond,
